[Cold]	[Salt]	[Drought]	[H2O2]	[Heavy Metal]	[Ethylene]	[RLKs]	[LRR]	[CRKs]	[LecRK2]	[ETR1]	[ETR2]	[MAPKKK]	[MAPKKK_2]	[MAPKKK1]	[CTR1]	[MAPKK]	[MAPKK_2]	[MAPK]	[MAPK_2]	[MAPKK1]	[MAPKK2]	[MAPKK3]	[MAPKK4]	[MAPKK5]	[MAPKK6]	[MAPKK7]	[MAPKK9]	[MAPK2]	[MAPK3]	[MAPK4]	[MAPK6]	[WRKY1]	[WRKY1_2]	[WRKY12]	[WRKY12_2]	[WRKY8]	[WRKY8_2]	[WRKY25]	[WRKY25_2]	[WRKY22]	[WRKY22_2]	[WRKY29]	[WRKY29_2]	[WRKY33]	[WRKY33_2]	[WRKY28]	[WRKY28_2]	[MYB2]	[MYB2_2]	[MYB4]	[MYB4_2]	[MYB44]	[NAC]	[bZIP]	[AP2]	[Response]
0.5	0.5	0.5	0.5	0.5	0.5	0.8	0.8	0.8	0.8	0.8	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.5	1.5	1.5	1.5	1.5	1.8	2.0	2.2	2.5
0.7359889945585613	0.7620281546073204	0.7556502545411715	0.7359889945585613	0.7359889945585613	0.8447390860625814	0.7779631958273607	0.7706722659082567	0.7642943658421077	0.8116693034525555	0.8731754605047326	0.8731754605047326	0.8019298251251399	0.9088942186688641	0.9506181367865825	0.9240531121343613	0.9755243162650208	1.053122097348807	1.1663629082888631	1.272282093901524	0.9955858826133038	1.1362855867894428	1.0414870158466378	1.0414870158466378	1.0414870158466378	1.0414870158466378	1.0414870158466378	1.0586636558021474	1.282525677875081	1.206911725808005	1.2425276189667473	1.2302541712596222	1.2743609179873716	1.2924686098586886	1.2404657571585265	1.2767308261690233	1.2933724860021205	1.3011164241243334	1.2690478490272197	1.290093760953084	1.2474383203895976	1.2803284650405755	1.2474383203895976	1.2803284650405755	1.2543211328729522	1.2832188759835754	1.2404657571585265	1.2767308261690233	1.3194744951180124	1.328070172985827	1.3194744951180124	1.328070172985827	1.2998709897211806	1.3009922282660857	1.3017397206293557	1.3024872129926257	1.2975830800650838
0.8341455841580588	0.8415742145279621	0.8394961693001924	0.8341455841580588	0.8341455841580588	0.9073049151832117	0.8606899277618996	0.8453061505766329	0.8432281053488632	0.8796903544410561	0.9303260308877506	0.9303260308877506	0.8729347180543451	0.9575121846879894	0.9918995638761617	0.9698374911239719	1.0098408827710457	1.0722791869081236	1.150383241107131	1.2243782042077547	1.0277565670865043	1.1331068393310488	1.0664117237307347	1.0664117237307347	1.0664117237307347	1.0664117237307347	1.0664117237307347	1.0742850593796984	1.2455740823758776	1.1843785409150187	1.2131721943765268	1.2016864605609792	1.2401612432917941	1.2492627708718875	1.2099010269468902	1.2335919054891193	1.2591623648802757	1.259012192280853	1.2362077703039365	1.2471840317257903	1.2157999066817153	1.2366652173741852	1.2157999066817153	1.2366652173741852	1.22191534361682	1.2398300109018563	1.2099010269468902	1.2335919054891193	1.2472913461133819	1.254241391716384	1.2472913461133819	1.254241391716384	1.2415895364246814	1.241559492315233	1.2415394629089342	1.2415194335026354	1.2446122715266106
0.9020221049048394	0.9069694907000164	0.9054824212393366	0.9020221049048394	0.9020221049048394	0.95620081569297	0.9218070319059073	0.9096678954914006	0.9081808260307208	0.9354198243466652	0.9737151293753012	0.9737151293753012	0.9307282695404874	0.9951364982358909	1.0210843338173685	1.0038994100976326	1.0355188127318742	1.0829290930760724	1.1400748049447886	1.1939250897951916	1.0490715518397784	1.1266502865217776	1.079566011293729	1.079566011293729	1.079566011293729	1.079566011293729	1.079566011293729	1.0829043764623525	1.2100714651030955	1.1643747102557664	1.1858781400216127	1.1772128270769882	1.2059776616260447	1.2125462017194613	1.183214849244014	1.2006634984852238	1.2204165625143173	1.2200810182095436	1.2030175603322772	1.211007080464523	1.187569076233584	1.2029548718474514	1.187569076233584	1.2029548718474514	1.1922201267424968	1.2053639359942987	1.183214849244014	1.2006634984852238	1.2101701489543322	1.215294962370467	1.2101701489543322	1.215294962370467	1.2065626496126423	1.20657253016108	1.2065791171933715	1.2065857042256634	1.2088204320726814
0.9531868018691675	0.9564868360861206	0.9554563241836869	0.9531868018691675	0.9531868018691675	0.9935894617834538	0.9678956627925875	0.9584285469391858	0.957398035036752	0.9778870123239085	1.0068262556518544	1.0068262556518544	0.9744234466607813	1.023086295562313	1.04259694475659	1.0295908653547057	1.0537394890154839	1.0895505580940112	1.1316228069629037	1.171223381442417	1.0639794069248452	1.1215692397965542	1.0874741791319984	1.0874741791319984	1.0874741791319984	1.0874741791319984	1.0874741791319984	1.0889944062689387	1.1836283847412137	1.1495344689454787	1.1655881031729411	1.1590807483388774	1.1806118317429748	1.1853456252664343	1.163551112605748	1.1763944473861352	1.1914763939417226	1.1910366621844337	1.1784116130670954	1.1841856503236485	1.1667908907857585	1.1780940407052056	1.1667908907857585	1.1780940407052056	1.1702985220907742	1.1799356456770014	1.163551112605748	1.1763944473861352	1.1828229930690173	1.1866385130040615	1.1828229930690173	1.1866385130040615	1.1804680103115641	1.1804694672400686	1.1804704385257383	1.180471409811408	1.1823004969503372
0.9919342257568328	0.9942673529017119	0.9935179372605665	0.9919342257568328	0.9919342257568328	1.0220575822393918	1.002878074363855	0.9956970306815186	0.9949476150403732	1.0102885667538453	1.031975396752285	1.031975396752285	1.0077128364554009	1.0441893151920805	1.0587398535977806	1.049007955344148	1.0672419171102228	1.0940487105973646	1.1250813490615597	1.1542382095685166	1.074889784289906	1.1175326596995545	1.0927097262950451	1.0927097262950451	1.0927097262950451	1.0927097262950451	1.0927097262950451	1.0933667446803126	1.1635500307417541	1.1382345403921679	1.1501567198208213	1.1453101744230965	1.1613155019502694	1.1647785320237953	1.1486231531026603	1.158105663606571	1.1694193209223769	1.1690369056778303	1.1596896529694667	1.163922156158513	1.1510288189456732	1.1593694685205296	1.1510288189456732	1.1593694685205296	1.1536405044603097	1.1607438538110753	1.1486231531026603	1.158105663606571	1.1626594628571087	1.1654867238867135	1.1626594628571087	1.1654867238867135	1.1610522081068084	1.1610521228236241	1.161052065968168	1.161052009112712	1.1624415217103035
1.0206531372543937	1.022399631501314	1.0218364300551643	1.0206531372543937	1.0206531372543937	1.0432085414239707	1.0288374181694344	1.0234726364626185	1.0229094350164687	1.0344011616077242	1.0506240581478898	1.0506240581478898	1.0324644129167342	1.0597539848031783	1.070599437511943	1.063347443685541	1.0770268100091658	1.0970614789842656	1.1201260189782793	1.1417653249835173	1.0827266616444458	1.114447284005007	1.0961303320379034	1.0961303320379034	1.0961303320379034	1.0961303320379034	1.0961303320379034	1.0964638401291449	1.148688923604393	1.129851630805892	1.1387228487753807	1.1351167029608702	1.1470235734615788	1.1495980901852594	1.1375800223134616	1.1446335733611797	1.1530546082540238	1.152769092379712	1.1458145762748795	1.1489628607985054	1.139369820356087	1.1455746398887554	1.139369820356087	1.1455746398887554	1.1413126661638797	1.146595784774908	1.1375800223134616	1.1446335733611797	1.1480178822526166	1.1501182663807201	1.1480178822526166	1.1501182663807201	1.1468330346066966	1.14683303871972	1.1468330414617356	1.1468330442037513	1.1478609333267853
1.0421636876283273	1.0434753784964264	1.0430532422166783	1.0421636876283273	1.0421636876283273	1.0590262558309578	1.0482757746609375	1.044279328309726	1.0438571920299777	1.0524479312678963	1.06455956118674	1.06455956118674	1.0509923813439728	1.071362492414519	1.0794399322229933	1.0740458939301498	1.0842636702229052	1.0992110979486605	1.1163707560867642	1.1324588361825556	1.088508721449858	1.1121198226833884	1.0985423676772326	1.0985423676772326	1.0985423676772326	1.0985423676772326	1.0985423676772326	1.0987352342225476	1.1376060663478573	1.1235882257274898	1.130189817511434	1.1275074646243453	1.1363664643967066	1.138282875208638	1.1293409369616898	1.1345903277104794	1.1408516960340767	1.1406401876577639	1.1354660838422321	1.1378095393080645	1.130672176594606	1.135289935237556	1.130672176594606	1.135289935237556	1.132118109385709	1.1360499690202341	1.1293409369616898	1.1345903277104794	1.1371148885652307	1.1386767307272674	1.1371148885652307	1.1386767307272674	1.1362288037607082	1.1362287965093405	1.1362287916750953	1.13622878684085	1.1369923653902643
1.0581450397519467	1.0591286399039679	1.0588124192433095	1.0581450397519467	1.0581450397519467	1.0707557216523989	1.0627123099852844	1.0597306440509084	1.0594144233902503	1.0658390435567966	1.074888255859571	1.074888255859571	1.0647459957059593	1.079961967996602	1.0859888426662336	1.0819691123316548	1.0895999893671955	1.1007620828845521	1.1135632229126287	1.1255620223280953	1.0927672252697813	1.110384846266819	1.1002696278039303	1.1002696278039303	1.1002696278039303	1.1002696278039303	1.1002696278039303	1.100399834273554	1.1294000725102191	1.1189430386976285	1.1238676131606387	1.121867110700744	1.1284753882312275	1.1299055544410193	1.123235355388034	1.127151846500593	1.1318202063544902	1.131663043982848	1.1278036610537279	1.1295523448352625	1.124228473259942	1.1276736169309332	1.124228473259942	1.1276736169309332	1.1253068369369896	1.1282404719201231	1.123235355388034	1.127151846500593	1.1290366440960178	1.1302016021781989	1.1290366440960178	1.1302016021781989	1.128374444227832	1.1283744388867234	1.1283744353259841	1.128374431765245	1.128943716481242
1.0699985490007708	1.0707352249974047	1.070498260168222	1.0699985490007708	1.0699985490007708	1.0794427291926287	1.0734174510907484	1.071186236036581	1.0709492712073982	1.0757612549788511	1.0825358621608068	1.0825358621608068	1.0749408962617757	1.0863305203527749	1.090839769087339	1.0878342069446227	1.0935446958988067	1.1018983857929032	1.1114761507420603	1.12045304972231	1.0959142909136297	1.1090967477117353	1.1015311586111627	1.1015311586111627	1.1015311586111627	1.1015311586111627	1.1015311586111627	1.1016262726830652	1.1233248975654782	1.1155007481080244	1.1191852985434885	1.1176884719250786	1.1226329990346664	1.123703080654279	1.1187123690338987	1.121642778758402	1.125135828270472	1.1250182281084107	1.122130590618468	1.1234390049082463	1.1194556671347027	1.1220333510748286	1.1194556671347027	1.1220333510748286	1.1202622115824303	1.1224572484278652	1.1187123690338987	1.121642778758402	1.1230519468440912	1.1239236247513458	1.1230519468440912	1.1239236247513458	1.1225574947056505	1.1225574942237015	1.1225574939024021	1.122557493581103	1.1229833624831107
