observableId	preequilibrationConditionId	simulationConditionId	measurment	time	observableParameters	noiseParameters	observableTransformation	noiseDistribution
P3G			4.4563492063492065	0	NaN			
P3G			4.438492063492063	10	NaN			
P3G			4.441137566137566	20	NaN			
P3G			4.487433862433862	30	NaN			
P3G			4.593253968253968	40	NaN			
P3G			4.658068783068782	50	NaN			
P3G			4.590608465608465	60	NaN			
P3G			4.483465608465608	100	NaN			
SD			0.07145612343400394	0	NaN			
SD			0.09770692263686609	10	NaN			
SD			0.11586916533429666	20	NaN			
SD			0.13295624902778594	30	NaN			
SD			0.13946874421261896	40	NaN			
SD			0.06647072174207504	50	NaN			
SD			0.16859631862200736	60	NaN			
SD			0.05563816609271978	100	NaN			
PYR			0.11587301587301589	0	NaN			
PYR			0.33465608465608465	10	NaN			
PYR			0.5626984126984127	20	NaN			
PYR			0.816931216931217	30	NaN			
PYR			1.1293650793650796	40	NaN			
PYR			1.3843915343915345	50	NaN			
PYR			1.544708994708995	60	NaN			
PYR			1.5907407407407408	100	NaN			
SD.1			0.06327841036596077	0	NaN			
SD.1			0.08739653326673148	10	NaN			
SD.1			0.11764517842671952	20	NaN			
SD.1			0.1121839737847299	30	NaN			
SD.1			0.28578151766295545	40	NaN			
SD.1			0.3185243412078311	50	NaN			
SD.1			0.25828710401627897	60	NaN			
SD.1			0.20533531949578124	100	NaN			
BPG			0.007380952380952381	0	NaN			
BPG			0.025264550264550267	10	NaN			
BPG			0.03015873015873016	20	NaN			
BPG			0.03246031746031746	30	NaN			
BPG			0.02939153439153439	40	NaN			
BPG			0.02854497354497355	50	NaN			
BPG			0.031269841269841274	60	NaN			
BPG			0.022962962962962963	100	NaN			
SD.2			0.006875050104034193	0	NaN			
SD.2			0.014123937011606176	10	NaN			
SD.2			0.016633943688748737	20	NaN			
SD.2			0.01669857112605153	30	NaN			
SD.2			0.01637775541995766	40	NaN			
SD.2			0.014139982724425376	50	NaN			
SD.2			0.013924670461733582	60	NaN			
SD.2			0.010988648639619071	100	NaN			
